,LV 20-40,LV 20-60,LV 20-80,LV 20-90,LV 40-60,LV 40-80,LV 40-90,LV 60-80,LV 60-90,LV 80-90,LV 40-60-80,LV 40-60-80-90
0,18.1875,12.456250000000002,4.404166666666664,5.3125,10.337499999999999,2.8333333333333335,4.575,6.545833333333334,5.712500000000001,10.583333333333334,5.037499999999999,2.1416666666666706
1,19.881249999999998,13.447916666666664,6.033333333333331,4.483333333333334,10.643750000000002,4.925000000000002,3.837500000000001,9.120833333333332,5.733333333333334,5.966666666666669,3.8208333333333306,4.2583333333333355
2,21.99,8.75,5.964999999999998,5.219999999999999,6.6125,5.7399999999999975,8.414999999999997,6.380000000000001,7.1625,11.975,5.775,6.8
3,6.7,16.732499999999998,6.269999999999999,3.475,9.5625,6.8025,2.897500000000002,12.815000000000003,6.860000000000002,5.6875,7.289999999999997,7.217500000000001
4,13.9875,8.264999999999997,4.675,5.530000000000001,8.475,2.419999999999999,5.464999999999998,7.044999999999999,4.0524999999999975,9.3625,2.289999999999998,2.2875
5,14.344999999999999,9.475,3.819999999999999,3.775,18.6175,8.264999999999997,4.130000000000001,11.3,7.580000000000001,11.2,5.185000000000002,6.195000000000005
6,20.7,12.075,5.9,5.6,12.2125,3.9375,9.7,3.4875,7.384999999999996,14.104999999999995,2.6875,5.6
7,12.319999999999999,5.3824999999999985,3.289999999999998,5.5100000000000025,3.219999999999999,7.1149999999999975,3.6449999999999987,7.519999999999999,8.097500000000002,16.360000000000003,7.575,6.184999999999997
8,22.6,7.097499999999999,3.0199999999999987,2.325,12.660000000000002,2.4,2.1,3.1950000000000016,6.669999999999999,10.675,2.05,2.1
9,21.085,17.725,3.319999999999999,2.525,12.05,6.469999999999999,4.15,6.3850000000000025,3.8625,7.377500000000003,6.834999999999996,4.335000000000003
